study_id,name,name,software,basecalldate,version,study_id,run_date,sequencer,library_id,run_id,sample_id,sample_source,sample_type,partitioning_method,read_group_id
94,NAAGJU,TARGET-40-NAAGJU-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,7825,779,5385,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36869
94,NAAGJX,TARGET-40-NAAGJX-01A-01D,BUSTARD,2015-01-28,1.9.4,94,2015-01-29,M00919,7826,612,5386,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35883
94,NAAGJX,TARGET-40-NAAGJX-01A-01D,BUSTARD,2015-02-10,1.9.4,94,2015-02-10,M00774,7826,620,5386,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35884
94,NAAGJX,TARGET-40-NAAGJX-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,7826,779,5386,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36866
94,NAAGJZ,TARGET-40-NAAGJZ-01A-01D,BUSTARD,2015-01-28,1.9.4,94,2015-01-29,M00919,7827,612,5388,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35894
94,PALIXF,TARGET-40-PALIXF-01A-01D,BUSTARD,2015-01-28,1.9.4,94,2015-01-29,M00919,7828,612,5389,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33277
94,PALIXF,TARGET-40-PALIXF-01A-01D,BUSTARD,2015-02-10,1.9.4,94,2015-02-10,M00774,7828,620,5389,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33350
94,PALIXF,TARGET-40-PALIXF-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,7828,779,5389,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36864
94,PANGCY,TARGET-40-PANGCY-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8027,639,5378,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34722
94,NAAGJK,TARGET-40-NAAGJK-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8028,639,5379,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35834
94,NAAGJM,TARGET-40-NAAGJM-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8029,639,5380,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35835
94,NAAGJN,TARGET-40-NAAGJN-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8030,639,5381,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35848
94,NAAGJP,TARGET-40-NAAGJP-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8031,639,5382,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35856
94,NAAGJR,TARGET-40-NAAGJR-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8032,639,5383,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35864
94,NAAGJS,TARGET-40-NAAGJS-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8033,639,5384,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35872
94,NAAGJU,TARGET-40-NAAGJU-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8034,639,5385,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35879
94,NAAGJX,TARGET-40-NAAGJX-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8035,639,5386,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35886
94,NAAGJY,TARGET-40-NAAGJY-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8036,639,5387,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35890
94,NAAGJZ,TARGET-40-NAAGJZ-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8037,639,5388,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35895
94,PAVLIB,TARGET-40-PAVLIB-01A-01D,BUSTARD,2015-03-24,1.9.4,94,2015-03-24,M00774,8038,642,5390,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33491
94,PAVLIB,TARGET-40-PAVLIB-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8038,639,5390,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34731
94,PAVLIB,TARGET-40-PAVLIB-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8038,645,5390,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34774
94,PAVMEM,TARGET-40-PAVMEM-01A-01D,BUSTARD,2015-03-24,1.9.4,94,2015-03-24,M00774,8039,642,5392,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33492
94,PAVMEM,TARGET-40-PAVMEM-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8039,639,5392,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34732
94,PAVMEM,TARGET-40-PAVMEM-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8039,645,5392,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34775
94,PAVPHS,TARGET-40-PAVPHS-01A-01D,BUSTARD,2015-03-24,1.9.4,94,2015-03-24,M00774,8040,642,5394,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33493
94,PAVPHS,TARGET-40-PAVPHS-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8040,639,5394,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34733
94,PAVPHS,TARGET-40-PAVPHS-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8040,645,5394,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34776
94,PAVRYF,TARGET-40-PAVRYF-01A-01D,BUSTARD,2015-03-24,1.9.4,94,2015-03-24,M00774,8041,642,5395,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33494
94,PAVRYF,TARGET-40-PAVRYF-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8041,639,5395,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34734
94,PAVRYF,TARGET-40-PAVRYF-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8041,645,5395,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34777
94,PAVUKR,TARGET-40-PAVUKR-01A-01D,BUSTARD,2015-03-24,1.9.4,94,2015-03-24,M00774,8042,642,5396,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33495
94,PAVUKR,TARGET-40-PAVUKR-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8042,639,5396,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34735
94,PAVUKR,TARGET-40-PAVUKR-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8042,645,5396,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34778
94,PAVXDP,TARGET-40-PAVXDP-01A-01D,BUSTARD,2015-03-24,1.9.4,94,2015-03-24,M00774,8043,642,5397,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33496
94,PAVXDP,TARGET-40-PAVXDP-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8043,639,5397,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34736
94,PAVXDP,TARGET-40-PAVXDP-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8043,645,5397,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34779
94,NAAHBH,TARGET-40-NAAHBH-01A-01D,BUSTARD,2015-03-24,1.9.4,94,2015-03-24,M00774,8044,642,5398,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33497
94,NAAHBH,TARGET-40-NAAHBH-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8044,639,5398,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34737
94,NAAHBH,TARGET-40-NAAHBH-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8044,645,5398,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34780
94,NAAHBI,TARGET-40-NAAHBI-01A-01D,BUSTARD,2015-03-24,1.9.4,94,2015-03-24,M00774,8045,642,5399,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33498
94,NAAHBI,TARGET-40-NAAHBI-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8045,639,5399,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34738
94,NAAHBI,TARGET-40-NAAHBI-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8045,645,5399,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34781
94,NAAHBI,TARGET-40-NAAHBI-02A-01D,BUSTARD,2015-03-24,1.9.4,94,2015-03-24,M00774,8046,642,5559,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33499
94,NAAHBI,TARGET-40-NAAHBI-02A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8046,639,5559,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34739
94,NAAHBI,TARGET-40-NAAHBI-02A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8046,645,5559,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34782
94,NAAHBJ,TARGET-40-NAAHBJ-01A-01D,BUSTARD,2015-03-24,1.9.4,94,2015-03-24,M00774,8047,642,5400,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,33500
94,NAAHBJ,TARGET-40-NAAHBJ-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8047,639,5400,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34740
94,NAAHBJ,TARGET-40-NAAHBJ-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8047,645,5400,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34783
94,NAAHBK,TARGET-40-NAAHBK-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8048,639,5401,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34707
94,NAAHBK,TARGET-40-NAAHBK-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8048,645,5401,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34751
94,NAAHBL,TARGET-40-NAAHBL-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8049,639,5402,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34708
94,NAAHBL,TARGET-40-NAAHBL-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8049,645,5402,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34752
94,NAAHBM,TARGET-40-NAAHBM-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8050,639,5403,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34709
94,NAAHBM,TARGET-40-NAAHBM-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8050,645,5403,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34753
94,NAAHBM,TARGET-40-NAAHBM-02A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8051,639,5564,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34710
94,NAAHBM,TARGET-40-NAAHBM-02A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8051,645,5564,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34754
94,NAAHBM,TARGET-40-NAAHBM-06A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8052,639,5565,Metastasis,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34711
94,NAAHBM,TARGET-40-NAAHBM-06A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8052,645,5565,Metastasis,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34755
94,NAAHBP,TARGET-40-NAAHBP-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8053,639,5404,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34712
94,NAAHBP,TARGET-40-NAAHBP-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8053,645,5404,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34756
94,NAAHBP,TARGET-40-NAAHBP-02A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8054,639,5567,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34713
94,NAAHBP,TARGET-40-NAAHBP-02A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8054,645,5567,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34757
94,NAAHBR,TARGET-40-NAAHBR-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8055,639,5405,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34714
94,NAAHBR,TARGET-40-NAAHBR-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8055,645,5405,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34758
94,NAAHBR,TARGET-40-NAAHBR-02A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8056,639,5569,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34723
94,NAAHBR,TARGET-40-NAAHBR-02A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8056,645,5569,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34766
94,NAAHBS,TARGET-40-NAAHBS-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8057,639,5406,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34724
94,NAAHBS,TARGET-40-NAAHBS-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8057,645,5406,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34767
94,NAAHBT,TARGET-40-NAAHBT-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8058,639,5407,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34725
94,NAAHBT,TARGET-40-NAAHBT-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8058,645,5407,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34768
94,NAAHBT,TARGET-40-NAAHBT-02A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8059,639,5572,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34726
94,NAAHBT,TARGET-40-NAAHBT-02A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8059,645,5572,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34769
94,NAAHBU,TARGET-40-NAAHBU-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8060,639,5408,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34727
94,NAAHBU,TARGET-40-NAAHBU-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8060,645,5408,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34770
94,NAAHBU,TARGET-40-NAAHBU-02A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8061,639,5574,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34728
94,NAAHBU,TARGET-40-NAAHBU-02A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8061,645,5574,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34771
94,NAAHBW,TARGET-40-NAAHBW-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8062,639,5409,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34729
94,NAAHBW,TARGET-40-NAAHBW-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8062,645,5409,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34772
94,NAAHBW,TARGET-40-NAAHBW-02A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8063,639,5576,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34730
94,NAAHBW,TARGET-40-NAAHBW-02A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8063,645,5576,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34773
94,NAAHBY,TARGET-40-NAAHBY-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8064,639,5410,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34715
94,NAAHBY,TARGET-40-NAAHBY-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8064,645,5410,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34759
94,NAAHBY,TARGET-40-NAAHBY-02A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8065,639,5578,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34716
94,NAAHBY,TARGET-40-NAAHBY-02A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8065,645,5578,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34760
94,NAAHBZ,TARGET-40-NAAHBZ-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8066,639,5411,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34717
94,NAAHBZ,TARGET-40-NAAHBZ-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8066,645,5411,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34761
94,NAAHCC,TARGET-40-NAAHCC-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8067,639,5412,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34718
94,NAAHCC,TARGET-40-NAAHCC-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8067,645,5412,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34762
94,NAAHCE,TARGET-40-NAAHCE-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8068,639,5414,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34719
94,NAAHCE,TARGET-40-NAAHCE-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8068,645,5414,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34763
94,NAAHCE,TARGET-40-NAAHCE-02A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8069,639,5583,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34720
94,NAAHCE,TARGET-40-NAAHCE-02A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8069,645,5583,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34764
94,NAAHCF,TARGET-40-NAAHCF-01A-01D,NEXTSEQ,2015-03-20,unknown,94,2015-03-20,NS500391,8070,639,5415,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34721
94,NAAHCF,TARGET-40-NAAHCF-01A-01D,NEXTSEQ,2015-03-31,unknown,94,2015-04-01,NS500391,8070,645,5415,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34765
94,PAVXDP,TARGET-40-PAVXDP-10A-01D,BUSTARD,2015-05-28,1.9.4,94,2015-05-21,HiSeq-Meltzer,8425,666,5648,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34323
94,PAVUKR,TARGET-40-PAVUKR-10A-01D,BUSTARD,2015-05-28,1.9.4,94,2015-05-21,HiSeq-Meltzer,8426,666,5647,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,34324
